0.000000000000000000e+00,2.192287312225620728e+06
3.000000000000000000e+02,2.189774613233224954e+06
6.000000000000000000e+02,2.226316242768126540e+06
9.000000000000000000e+02,2.172898071876264177e+06
1.200000000000000000e+03,2.174617373607200570e+06
1.500000000000000000e+03,2.261362773252564482e+06
1.800000000000000000e+03,2.197447499852339737e+06
2.100000000000000000e+03,2.183556159996815491e+06
2.400000000000000000e+03,2.229622619351517409e+06
2.700000000000000000e+03,2.261479365040815435e+06
3.000000000000000000e+03,2.219639249806603417e+06
3.300000000000000000e+03,2.236881193982963916e+06
3.600000000000000000e+03,2.213200337005530018e+06
3.900000000000000000e+03,2.240493432797762100e+06
4.200000000000000000e+03,2.243884639200895559e+06
4.500000000000000000e+03,2.219758334821705706e+06
4.800000000000000000e+03,2.186604290729367174e+06
5.100000000000000000e+03,2.247469173388025723e+06
5.400000000000000000e+03,2.222874177951766644e+06
5.700000000000000000e+03,2.193217720728942193e+06
6.000000000000000000e+03,2.202938477928808890e+06
6.300000000000000000e+03,2.231879493208964821e+06
6.600000000000000000e+03,2.197608576060532592e+06
6.900000000000000000e+03,2.209813701904270798e+06
7.200000000000000000e+03,2.192337029523084871e+06
7.500000000000000000e+03,2.205880879860988352e+06
7.800000000000000000e+03,2.197779662755635101e+06
8.100000000000000000e+03,2.182788662619696464e+06
8.400000000000000000e+03,2.151587263518580701e+06
8.700000000000000000e+03,2.235897151914678980e+06
9.000000000000000000e+03,2.182927627270843834e+06
9.300000000000000000e+03,2.162540126862325706e+06
9.600000000000000000e+03,2.169140138042237610e+06
9.900000000000000000e+03,2.180477358327276539e+06
1.020000000000000000e+04,2.172803694450895768e+06
1.050000000000000000e+04,2.187438408614318352e+06
1.080000000000000000e+04,2.161725177947938442e+06
1.110000000000000000e+04,2.161189383932623547e+06
1.140000000000000000e+04,2.173625314127485268e+06
1.170000000000000000e+04,2.163130351598987356e+06
1.200000000000000000e+04,2.140826357857348863e+06
1.230000000000000000e+04,2.209239149040759541e+06
